Sport,Year,Rank,Team,5-Star,4-Star,3-Star,Total Commits,Avg Rating,Avg NIL,Score
Football,2025,130,Akron,0,0,12,14,81.83,$11.2K,80.356
Football,2025,131,UAB,0,0,9,13,82.32,$12.1K,80.289
Football,2025,132,Navy,0,0,6,49,80.06,$11.7K,80.169
Football,2025,133,Air Force,0,0,2,65,80.02,$9.2K,80.076
Football,2025,134,Kennesaw State,0,0,4,16,80.69,$16.3K,80.056
Football,2025,135,Sam Houston State,0,0,9,12,82.24,$14K,79.533
Football,2025,136,Charlotte,0,0,5,12,81.65,$11.1K,78.942
Football,2025,137,Cumberland,0,0,0,13,80,-,77.965
Football,2025,138,Massachusetts,0,0,7,10,81.44,$11.3K,77.05
Football,2025,139,Idaho,0,0,1,10,80.25,$15.4K,75.855
Football,2025,140,Sacramento State,0,0,3,8,81.78,$17.8K,75.164
Football,2025,141,Harvard,0,0,0,9,80,$11.1K,74.569
Football,2025,142,Wofford,0,0,2,8,80.29,$13.2K,73.67
Football,2025,143,Cornell,0,0,0,8,80,$9.2K,73.384
Football,2025,144,Mercer,0,0,0,8,80,$9.1K,73.384
Football,2025,145,Howard,0,0,1,7,80.85,$13.5K,72.888
Football,2025,146,Yale,0,0,0,7,80,$8.7K,72.036
Football,2025,147,Holy Cross,0,0,0,7,80,$8K,72.036
Football,2025,148,Princeton,0,0,0,7,80,$9.4K,72.036
Football,2025,149,Fordham,0,0,0,7,80,$8.1K,72.036
Football,2025,150,UC Davis,0,0,0,7,80,$10.5K,72.036
Football,2025,151,Austin Peay,0,0,1,6,81.28,$10.2K,71.782
Football,2025,152,Montana State,0,0,0,6,80,$13.7K,70.502
Football,2025,153,Furman,0,0,0,6,80,$11.5K,70.502
Football,2025,154,Chattanooga,0,0,1,5,80.57,$10.5K,69.322
Football,2025,155,Towson,0,0,2,4,82.48,$11.9K,69.216
Football,2025,156,Richmond,0,0,0,5,80,$10.6K,68.75
Football,2025,157,Northern Iowa,0,0,0,5,80,$8.8K,68.75
Football,2025,158,Eastern Washington,0,0,0,5,80,$13.6K,68.75
Football,2025,159,South Dakota State,0,0,1,4,81.58,$10.4K,68.308
Football,2025,160,Tennessee State,0,0,2,4,81.01,$11.1K,67.746
Football,2025,161,Grand Valley State,0,0,1,4,80.92,$16K,67.658
Football,2025,162,West Georgia,0,0,1,4,80.87,$14.6K,67.603
Football,2025,163,Samford,0,0,1,4,80.7,$10.1K,67.433
Football,2025,164,South Dakota,0,0,1,4,80.53,$7.5K,67.258
Football,2025,165,North Dakota,0,0,0,4,80,$25K,66.733
Football,2025,166,Lindenwood University,0,0,0,4,80,$7.3K,66.733
Football,2025,167,Elon,0,0,0,4,80,$9.8K,66.733
Football,2025,168,Dartmouth,0,0,0,4,80,$11.3K,66.733
Football,2025,169,Montana,0,0,0,4,80,-,66.733
Football,2025,170,Columbia,0,0,0,4,80,-,66.733
Football,2025,171,East Tennessee State,0,0,1,4,79.94,$11.2K,66.675
Football,2025,172,William & Mary,0,0,1,3,80.77,$10.4K,65.143
Football,2025,173,Illinois State,0,0,1,3,80.12,-,64.493
Football,2025,174,Pennsylvania,0,0,0,3,80,$6.6K,64.376
Football,2025,175,Portland State,0,0,0,3,80,-,64.376
Football,2025,176,Indiana State,0,0,0,3,80,-,64.376
Football,2025,177,Nicholls State,0,0,0,3,80,-,64.376
Football,2025,-,Stephen F. Austin,0,0,1,2,82.55,$14.9K,64.088
Football,2025,-,Duquesne,0,0,1,2,82.54,$13.3K,64.078
Football,2025,-,Grambling State,0,0,1,2,82.18,$15.6K,63.718
Football,2025,-,Cal Poly,0,0,1,2,81.58,$9.9K,63.113
Football,2025,-,Bryant University,0,0,1,2,81.54,$12.2K,63.078
Football,2025,-,Eastern Kentucky,0,0,1,2,81.06,$12.8K,62.593
Football,2025,-,Lamar,0,0,0,2,80,-,61.538
Football,2025,-,Colgate,0,0,0,2,80,$10.2K,61.538
Football,2025,-,Texas Southern,0,0,0,2,80,-,61.538
Football,2025,-,Charleston Southern,0,0,0,2,80,$13.9K,61.538
Football,2025,-,Brown,0,0,0,2,80,$15.5K,61.538
Football,2025,-,Weber State,0,0,0,2,80,$8.1K,61.538
Football,2025,-,New Hampshire,0,0,0,2,80,$7.2K,61.538
Football,2025,-,Southeast Missouri State,0,0,0,2,80,$6.7K,61.538
Football,2025,-,Murray State,0,0,0,2,80,$5.1K,61.538
Football,2025,-,Southern Illinois,0,0,0,2,80,$9.5K,61.538
Football,2025,-,Eastern Illinois,0,0,0,2,80,$10K,61.538
Football,2025,-,Lafayette,0,0,0,2,80,$10.8K,61.538
Football,2025,-,Lehigh,0,0,0,2,80,-,61.538
Football,2025,-,Northwest Missouri State,0,0,0,2,80,$9.7K,61.538
Football,2025,-,Idaho State,0,0,0,2,80,$16.3K,61.538
Football,2025,-,Alabama State,0,0,0,2,80,$6.7K,61.538
Football,2025,-,Central Arkansas,0,0,1,1,85.4,$21K,63.273
Football,2025,-,Delaware State,0,0,1,1,84.96,$34K,62.833
Football,2025,-,Southern Utah,0,0,1,1,84.83,$21K,62.703
Football,2025,-,Minnesota Duluth,0,0,1,1,84.68,$10K,62.553
Football,2025,-,Western Carolina,0,0,1,1,84.5,$10K,62.373
Football,2025,-,Saint Francis (PA),0,0,1,1,84.35,$30K,62.223
Football,2025,-,Southeastern Louisiana,0,0,1,1,83.15,$28K,61.023
Football,2025,-,Southern University,0,0,1,1,83.08,-,60.951
Football,2025,-,McNeese State,0,0,1,1,82.5,$12.3K,60.373
Football,2025,-,Gardner-Webb,0,0,1,1,82.1,$22K,59.973
Football,2025,-,West Florida,0,0,1,1,82.02,$20K,59.893
Football,2025,-,Hampton,0,0,1,1,81.81,$19.2K,59.682
Football,2025,-,North Carolina Central,0,0,1,1,81.05,$22K,58.923
Football,2025,-,North Alabama,0,0,0,1,80,-,57.873
Football,2025,-,South Carolina State,0,0,0,1,80,$6.6K,57.873
Football,2025,-,Nebraska Kearney,0,0,0,1,80,-,57.873
Football,2025,-,Monmouth,0,0,0,1,80,-,57.873
Football,2025,-,Grinnell,0,0,0,1,80,-,57.873
Football,2025,-,Ferris State,0,0,0,1,80,-,57.873
Football,2025,-,Bucknell,0,0,0,1,80,-,57.873
Football,2025,-,Campbell,0,0,0,1,80,-,57.873
Football,2025,-,Wayne State,0,0,0,1,80,-,57.873
Football,2025,-,Tuskegee,0,0,0,1,80,-,57.873
Football,2025,-,UTRGV,0,0,0,1,80,$11K,57.873
Football,2025,-,Maryville College,0,0,0,1,80,-,57.873
Football,2025,-,Michigan Tech,0,0,0,1,80,-,57.873
Football,2025,-,Saginaw Valley State,0,0,0,1,80,-,57.873
Football,2025,-,Marist,0,0,0,1,80,-,57.873
Football,2025,-,Southwestern College,0,0,0,1,80,-,57.873
Football,2025,-,Mercyhurst College,0,0,0,1,80,$6.6K,57.873
Football,2025,-,Northern Arizona,0,0,0,1,80,-,57.873
Football,2025,-,Rhode Island,0,0,0,1,80,$16.5K,57.873
Football,2025,-,Quincy,0,0,0,1,80,-,57.873
Football,2025,-,Jackson State,0,0,0,1,80,-,57.873
Football,2025,-,Western Illinois,0,0,0,1,80,-,57.873
Football,2025,-,Youngstown State,0,0,0,1,80,$6.2K,57.873
Football,2025,-,Arkansas-Monticello,0,0,0,1,80,-,57.873
Football,2024,1,Georgia,5,18,6,29,92.44,$162K,95.078
Football,2024,2,Alabama,4,16,5,26,92.06,$194K,94.137
Football,2024,3,Oregon,1,18,8,27,91.65,$44K,93.457
Football,2024,4,Ohio State,2,14,6,23,91.88,$258K,93.453
Football,2024,5,Miami,3,11,13,27,90.43,$86K,92.827
Football,2024,6,Texas,1,16,5,22,91.59,$256K,92.708
Football,2024,7,LSU,2,17,9,29,90.39,$98K,92.499
Football,2024,8,Auburn,1,11,9,21,91.22,$211K,92.124
Football,2024,9,Oklahoma,1,15,11,27,90.6,$157K,92.032
Football,2024,10,Florida,2,13,6,21,91.16,$177K,92.008
Football,2024,11,Notre Dame,0,13,10,23,91.08,$245K,91.95
Football,2024,12,Florida State,0,14,9,23,90.16,$63K,91.695
Football,2024,13,Tennessee,2,10,9,21,90.79,$159K,91.521
Football,2024,14,Clemson,2,10,9,21,90.18,$110K,91.477
Football,2024,15,Penn State,0,13,13,26,90.25,$45K,91.389
Football,2024,16,Michigan,0,13,12,26,89.65,$101K,91.282
Football,2024,17,Texas A&M,1,12,4,17,91.11,$66K,91.068
Football,2024,18,USC,0,12,10,22,89.82,$71K,90.6
Football,2024,19,South Carolina,1,9,6,16,90.29,$245K,90.122
Football,2024,20,Ole Miss,0,10,12,23,88.89,$104K,89.983
Football,2024,21,Missouri,1,7,13,21,89.27,$109K,89.904
Football,2024,22,Wisconsin,0,8,14,22,89.13,$44K,89.759
Football,2024,23,Texas Tech,1,5,15,21,89.15,$90K,89.704
Football,2024,24,Nebraska,1,5,22,29,87.77,$72K,89.612
Football,2024,25,Kentucky,0,7,17,26,87.53,$75K,89.185
Football,2024,26,Mississippi State,0,5,19,26,87.18,$89K,88.798
Football,2024,27,North Carolina,0,3,24,27,87.49,$29K,88.637
Football,2024,28,NC State,0,3,21,24,87.43,$131K,88.407
Football,2024,29,Iowa,0,5,16,21,87.76,$19.2K,88.357
Football,2024,30,Purdue,0,3,24,27,87.02,$16.7K,88.322
Football,2024,31,Virginia Tech,0,2,14,16,87.93,$70K,87.762
Football,2024,32,Arkansas,0,3,14,19,87.34,$21K,87.744
Football,2024,33,Georgia Tech,0,3,20,23,86.93,$17.4K,87.552
Football,2024,34,Minnesota,0,3,16,20,87,$84K,87.548
Football,2024,35,TCU,0,3,18,21,86.64,$11.9K,87.515
Football,2024,36,Stanford,0,2,23,25,86.56,$13.6K,87.504
Football,2024,37,Syracuse,0,3,19,24,85.93,$14.7K,87.47
Football,2024,38,UCF,0,2,16,21,86.29,$18.3K,87.344
Football,2024,39,Vanderbilt,0,2,19,21,86.81,$14.7K,87.265
Football,2024,40,Rutgers,0,3,22,25,86.49,$81K,87.26
Football,2024,41,Kansas,0,3,14,17,87.26,$31K,87.22
Football,2024,42,Kansas State,0,1,15,16,87.37,$12.7K,87.202
Football,2024,43,Michigan State,0,2,18,20,86.58,$36K,86.893
Football,2024,44,Maryland,0,1,23,24,86.21,$33K,86.879
Football,2024,45,Pittsburgh,0,1,21,22,86.38,$12K,86.838
Football,2024,46,Utah,0,2,13,15,87.1,$18.7K,86.709
Football,2024,47,BYU,0,2,23,25,85.63,$14K,86.629
Football,2024,48,Washington,0,2,13,15,87.02,$21K,86.628
Football,2024,49,West Virginia,0,0,23,23,85.91,$15K,86.363
Football,2024,50,Oklahoma State,0,0,18,19,85.98,$15K,86.315
Football,2024,51,Wake Forest,0,1,20,21,85.86,$11.5K,86.303
Football,2024,52,Illinois,0,0,18,20,85.66,$15.9K,86.29
Football,2024,53,Cincinnati,0,0,21,21,85.84,$13.5K,86.25
Football,2024,54,Arizona State,0,1,19,21,85.53,$15.5K,86.226
Football,2024,55,California,0,0,19,19,85.79,$14.3K,86.16
Football,2024,56,Louisville,0,1,14,16,86.08,$75K,85.903
Football,2024,57,Iowa State,0,0,22,22,85.47,$26K,85.868
Football,2024,58,Duke,0,0,16,16,85.92,$9.9K,85.747
Football,2024,59,USF,0,1,25,28,84.38,$12.1K,85.686
Football,2024,60,Indiana,0,1,16,17,85.5,$119K,85.453
Football,2024,61,Houston,0,0,16,18,85.44,$18.6K,85.443
Football,2024,62,Baylor,0,1,14,17,85.47,$15.3K,85.43
Football,2024,63,Tulsa,0,0,24,29,83.97,$11.8K,85.412
Football,2024,64,Boise State,0,1,21,23,84.45,$12.4K,85.283
Football,2024,65,Colorado,1,3,5,13,86.39,$187K,85.26
Football,2024,66,Washington State,0,0,24,25,84.35,$36K,85.198
Football,2024,67,Tulane,0,0,18,18,85.04,$10.6K,85.037
Football,2024,68,UCLA,0,2,8,10,87.84,$24K,84.781
Football,2024,69,Oregon State,0,1,16,18,84.77,$16K,84.768
Football,2024,70,Toledo,0,0,22,26,83.48,$11.4K,84.686
Football,2024,71,Memphis,0,1,21,23,83.88,$12K,84.683
Football,2024,72,Southern Miss,0,0,21,22,83.99,$12.6K,84.503
Football,2024,73,Northwestern,0,0,17,17,84.47,$34K,84.431
Football,2024,74,San Diego State,0,0,18,18,84.27,$28K,84.273
Football,2024,75,Troy,0,0,21,37,82.14,$11.3K,84.099
Football,2024,76,Virginia,0,0,13,14,84.75,$13K,84.043
Football,2024,77,East Carolina,0,0,22,22,83.61,$13.2K,84.025
Football,2024,78,Colorado State,0,0,20,22,83.37,$11.6K,83.994
Football,2024,79,UTSA,0,1,11,16,84.02,$8K,83.845
Football,2024,80,Coastal Carolina,0,0,18,24,82.85,$11.8K,83.828
Football,2024,81,Arizona,0,0,12,15,84.21,$13.3K,83.823
Football,2024,82,South Alabama,0,0,20,21,83.27,$33K,83.751
Football,2024,83,North Texas,0,0,28,34,82.25,$31K,83.726
Football,2024,84,Western Michigan,0,0,23,27,82.55,$11.8K,83.662
Football,2024,85,Charlotte,0,0,19,22,83.01,$11.6K,83.66
Football,2024,86,Temple,0,0,21,27,82.43,$10.8K,83.639
Football,2024,87,Fresno State,0,0,17,19,83.43,$8.3K,83.624
Football,2024,88,Boston College,0,0,13,13,84.74,$10.5K,83.615
Football,2024,89,Arkansas State,0,0,27,33,82.39,$11.6K,83.593
Football,2024,90,Florida Atlantic,0,0,19,20,83.16,$10.6K,83.474
Football,2024,91,Louisiana Tech,0,0,20,20,83.13,$12.2K,83.41
Football,2024,92,Texas State,0,0,16,18,83.24,$11.4K,83.244
Football,2024,93,UTEP,0,0,23,27,82.05,$10.9K,83.166
Football,2024,94,SMU,0,1,9,11,85.45,$14.7K,83.159
Football,2024,95,Georgia Southern,0,0,22,25,82.45,$11.1K,83.148
Football,2024,96,UNLV,0,0,22,24,82.4,$10.1K,83.145
Football,2024,97,Liberty,0,0,18,21,82.69,$10.9K,83.141
Football,2024,98,Miami (OH),0,0,23,24,82.47,$11K,83.129
Football,2024,99,Wyoming,0,0,26,32,81.7,$9.8K,82.974
Football,2024,100,Eastern Michigan,0,0,19,25,82.08,$10K,82.873
Football,2024,101,Ohio,0,0,19,24,82.14,$10.3K,82.824
Football,2024,102,UAB,0,0,13,17,82.83,$10.9K,82.786
Football,2024,103,San Jose State,0,0,16,20,82.47,$8.5K,82.75
Football,2024,104,Marshall,0,0,14,16,82.79,$12.3K,82.616
Football,2024,105,Utah State,0,0,13,18,82.57,$9.4K,82.569
Football,2024,106,Nevada,0,0,14,21,82.16,$10.9K,82.523
Football,2024,107,Louisiana-Monroe,0,0,12,29,81.49,$149K,82.397
Football,2024,108,Appalachian State,0,0,18,19,82.24,$12.3K,82.366
Football,2024,109,Middle Tennessee State,0,0,19,23,81.88,$11.1K,82.363
Football,2024,110,FIU,0,0,17,17,82.37,$9.9K,82.325
Football,2024,111,Western Kentucky,0,0,16,18,82.3,$10.8K,82.302
Football,2024,112,Northern Illinois,0,0,20,28,81.46,$9.4K,82.236
Football,2024,113,Louisiana,0,0,9,16,82.33,$12.2K,82.155
Football,2024,114,Rice,0,0,12,14,82.68,$10.6K,81.972
Football,2024,115,Central Michigan,0,0,15,20,81.75,$14.4K,81.946
Football,2024,116,Kent State,0,0,16,22,81.56,$8.6K,81.916
Football,2024,117,Buffalo,0,0,13,23,81.48,$11.7K,81.885
Football,2024,118,Hawaii,0,0,15,19,81.78,$10.7K,81.877
Football,2024,119,Akron,0,0,12,20,81.61,$10.4K,81.794
Football,2024,120,Sam Houston State,0,0,13,17,81.75,$10.2K,81.703
Football,2024,121,Bowling Green,0,0,15,22,81.37,$10.7K,81.676
Football,2024,122,Kennesaw State,0,0,12,20,81.5,$8.5K,81.669
Football,2024,123,James Madison,0,0,12,15,82.01,$12.1K,81.617
Football,2024,124,Jacksonville State,0,0,13,20,81.43,$10K,81.591
Football,2024,125,Georgia State,0,0,13,17,81.55,$10.6K,81.511
Football,2024,126,New Mexico State,0,0,12,17,81.51,$9.2K,81.47
Football,2024,127,Connecticut,0,0,12,12,82.95,$14.4K,81.296
Football,2024,128,Ball State,0,0,14,22,80.87,$8.9K,81.089
Football,2024,129,Massachusetts,0,0,11,12,82.56,$9.4K,80.91
Football,2024,130,Army,0,0,12,56,80.14,$10.4K,80.451
Football,2024,131,Old Dominion,0,0,10,13,81.55,$11.5K,80.428
Football,2024,132,Navy,0,0,7,27,80.22,$11.5K,80.346
Football,2024,133,Air Force,0,0,5,53,80.1,$10.8K,80.321
Football,2024,134,Delaware,0,0,4,13,80.83,$11.2K,79.708
Football,2024,135,North Dakota State,0,0,2,14,80.31,$9.5K,79.604
Football,2024,136,Idaho,0,0,1,13,80.3,$9.7K,79.17
Football,2024,137,Eastern Kentucky,0,0,4,11,80.93,$10.4K,78.641
Football,2024,138,Eastern Washington,0,0,1,11,80.32,$9.6K,78.026
Football,2024,139,Jackson State,0,0,3,9,81.64,$12.9K,77.69
Football,2024,140,South Dakota State,0,0,2,9,80.98,$8K,77.025
Football,2024,141,Montana,0,0,0,10,80,$10.8K,76.944
Football,2024,142,New Mexico,0,0,3,9,80.83,$7.2K,76.878
Football,2024,143,Holy Cross,0,0,2,9,80.82,$11.3K,76.867
Football,2024,144,Northern Iowa,0,0,1,9,80.55,$10.3K,76.595
Football,2024,145,Weber State,0,0,1,8,80.44,$10.3K,75.438
Football,2024,146,Tennessee State,0,0,1,8,80.4,$8.2K,75.396
Football,2024,147,Campbell,0,0,3,7,81.48,$10.6K,75.274
Football,2024,148,Houston Christian,0,0,3,7,81.25,$15.9K,75.04
Football,2024,149,Furman,0,0,0,8,80,$9.6K,75
Football,2024,150,Monmouth,0,0,2,7,81.05,$11.2K,74.835
Football,2024,151,Stephen F. Austin,0,0,1,7,80.86,$9.8K,74.647
Football,2024,152,Cal Poly,0,0,3,6,82.08,$11K,74.471
Football,2024,153,Montana State,0,0,1,7,80.54,$13.7K,74.325
Football,2024,154,Harvard,0,0,0,7,80,$14.3K,73.79
Football,2024,155,North Dakota,0,0,0,7,80,$8.4K,73.79
Football,2024,156,Lamar,0,0,1,6,80.79,$12.4K,73.184
Football,2024,157,Lindenwood University,0,0,2,6,80.64,$10.6K,73.034
Football,2024,158,Austin Peay,0,0,1,6,80.18,$10.8K,72.577
Football,2024,159,UC Davis,0,0,1,6,80.18,$10.8K,72.569
Football,2024,160,Yale,0,0,0,6,80,$11.2K,72.392
Football,2024,161,Northwest Missouri State,0,0,0,6,80,$8.3K,72.392
Football,2024,162,Grambling State,0,0,2,5,81.04,$7.6K,71.815
Football,2024,163,Bethune-Cookman,0,0,1,5,80.63,$9.8K,71.407
Football,2024,164,Villanova,0,0,1,5,80.35,$11.7K,71.127
Football,2024,165,Northern Arizona,0,0,1,5,80.25,$5K,71.023
Football,2024,166,West Georgia,0,0,1,5,80.16,$10.7K,70.941
Football,2024,167,Portland State,0,0,0,5,80,$9.2K,70.777
Football,2024,168,Southeast Missouri State,0,0,0,5,80,$9.3K,70.777
Football,2024,169,UTRGV,0,0,0,5,80,$12.1K,70.777
Football,2024,170,Columbia,0,0,0,5,80,$11.2K,70.777
Football,2024,171,Colgate,0,0,0,5,80,$6K,70.777
Football,2024,172,Sacramento State,0,0,2,4,81.41,$8.3K,70.314
Football,2024,173,South Dakota,0,0,1,4,81.4,$8.7K,70.299
Football,2024,174,Chattanooga,0,0,1,4,80.96,$147K,69.862
Football,2024,175,Princeton,0,0,1,4,80.7,$11K,69.599
Football,2024,176,Mercer,0,0,2,4,80.51,$12.8K,69.411
Football,2024,177,Alabama State,0,0,0,4,80,$9.1K,68.899
Football,2024,178,Wofford,0,0,0,4,80,$13.5K,68.899
Football,2024,179,Illinois State,0,0,0,4,80,-,68.899
Football,2024,180,Richmond,0,0,0,4,80,$11.6K,68.899
Football,2024,181,Howard,0,0,0,4,80,$10K,68.899
Football,2024,182,North Alabama,0,0,0,4,80,$12.6K,68.899
Football,2024,183,Southeastern Louisiana,0,0,0,4,80,$10.1K,68.899
Football,2024,184,Central Arkansas,0,0,1,3,81.47,$11.6K,68.152
Football,2024,185,Lehigh,0,0,1,3,81.43,-,68.119
Football,2024,186,Mississippi Valley State,0,0,1,3,81.17,$15.8K,67.852
Football,2024,187,Southern Illinois,0,0,1,3,80.82,$7.8K,67.502
Football,2024,188,Alabama A&M,0,0,0,3,80,$18.3K,66.686
Football,2024,189,Alcorn State,0,0,0,3,80,$15.4K,66.686
Football,2024,190,Western Carolina,0,0,0,3,80,$7.6K,66.686
Football,2024,191,Western Illinois,0,0,0,3,80,-,66.686
Football,2024,192,William & Mary,0,0,0,3,80,$12.3K,66.686
Football,2024,193,Pennsylvania,0,0,0,3,80,$10.4K,66.686
Football,2024,194,Livingstone College,0,0,0,3,80,-,66.686
Football,2024,195,Elon,0,0,0,3,80,$8.6K,66.686
Football,2024,196,East Tennessee State,0,0,0,3,80,$6.8K,66.686
Football,2024,197,Dartmouth,0,0,0,3,80,$11.1K,66.686
Football,2024,198,St. Thomas,0,0,0,3,80,$10.4K,66.686
Football,2024,199,Missouri State University,0,0,0,3,80,$10.2K,66.686
Football,2024,200,UT Martin,0,0,0,3,80,$9.7K,66.686
Football,2024,201,The Citadel,0,0,0,3,80,$11.2K,66.686
Football,2024,-,New Hampshire,0,0,2,2,83.69,$14.2K,67.695
Football,2024,-,Maine,0,0,1,2,82.2,$9.5K,66.2
Football,2024,-,Florida A&M,0,0,1,2,81.25,$11.4K,65.245
Football,2024,-,Saint Francis (PA),0,0,1,2,80.73,-,64.73
Football,2024,-,South Carolina State,0,0,0,2,80,$9.6K,64
Football,2024,-,Indianapolis,0,0,0,2,80,$14.6K,64
Football,2024,-,Bryant University,0,0,0,2,80,$11.5K,64
Football,2024,-,West Florida,0,0,0,2,80,$10.1K,64
Football,2024,-,Bethel University,0,0,0,2,80,$5.3K,64
Football,2024,-,Ferris State,0,0,0,2,80,-,64
Football,2024,-,Fordham,0,0,0,2,80,-,64
Football,2024,-,Findlay,0,0,0,2,80,-,64
Football,2024,-,Gardner-Webb,0,0,0,2,80,$11.1K,64
Football,2024,-,Minnesota Duluth,0,0,0,2,80,-,64
Football,2024,-,Tarleton State,0,0,0,2,80,-,64
Football,2024,-,Southern University,0,0,0,2,80,-,64
Football,2024,-,Cornell,0,0,0,2,80,$11K,64
Football,2024,-,North Carolina A&T,0,0,0,2,80,$12K,64
Football,2024,-,Rhode Island,0,0,0,2,80,$11.1K,64
Football,2024,-,Idaho State,0,0,0,2,80,$13.1K,64
Football,2024,-,Robert Morris,0,0,0,2,80,$8.9K,64
Football,2024,-,Youngstown State,0,0,0,2,80,$9.7K,64
Football,2024,-,McNeese State,0,0,1,1,85.3,-,65.81
Football,2024,-,Murray State,0,0,1,1,84.2,$10.6K,64.71
Football,2024,-,Utah Tech,0,0,1,1,82.86,$6.5K,63.369
Football,2024,-,Long Island,0,0,0,1,80,$11.1K,60.51
Football,2024,-,Montana Tech,0,0,0,1,80,-,60.51
Football,2024,-,Norfolk State,0,0,0,1,80,$21K,60.51
Football,2024,-,Morgan State,0,0,0,1,80,-,60.51
Football,2024,-,Shippensburg University,0,0,0,1,80,-,60.51
Football,2024,-,Sacred Heart,0,0,0,1,80,-,60.51
Football,2024,-,Southern Utah,0,0,0,1,80,$14.1K,60.51
Football,2024,-,Marian,0,0,0,1,80,-,60.51
Football,2024,-,Samford,0,0,0,1,80,-,60.51
Football,2024,-,Eastern Illinois,0,0,0,1,80,$10.5K,60.51
Football,2024,-,Davidson,0,0,0,1,80,-,60.51
Football,2024,-,Emporia State,0,0,0,1,80,-,60.51
Football,2024,-,Albany,0,0,0,1,80,-,60.51
Football,2024,-,North Central College,0,0,0,1,80,-,60.51
Football,2024,-,Northwestern State,0,0,0,1,80,-,60.51
Football,2024,-,Hillsdale College,0,0,0,1,80,-,60.51
Football,2024,-,Roanoke,0,0,0,1,80,-,60.51
Football,2024,-,Hampton,0,0,0,1,80,$12.3K,60.51
Football,2024,-,IUP,0,0,0,1,80,-,60.51
Football,2024,-,Western Colorado,0,0,0,1,80,-,60.51
Football,2024,-,Western Oregon,0,0,0,1,80,-,60.51
Football,2024,-,Arkansas Tech,0,0,0,1,80,-,60.51
Football,2024,-,Angelo State,0,0,0,1,80,-,60.51
Football,2024,-,Allen University,0,0,0,1,80,-,60.51
Football,2024,-,Grand Valley State,0,0,0,1,80,-,60.51
Football,2024,-,Bucknell,0,0,0,1,80,$6.4K,60.51
Football,2024,-,Wagner,0,0,0,1,80,$6.4K,60.51
Football,2024,-,West Liberty,0,0,0,1,80,-,60.51
Football,2024,-,Valparaiso,0,0,0,1,80,-,60.51
Football,2024,-,Charleston Southern,0,0,0,1,80,$11.1K,60.51
Football,2024,-,Texas Southern,0,0,0,1,80,-,60.51
Football,2024,-,Texas A&M-Kingsville,0,0,0,1,80,-,60.51
Football,2024,-,Texas-Permian Basin,0,0,0,1,80,-,60.51
Football,2024,-,Towson,0,0,0,1,80,-,60.51
Football,2024,-,Wayne State College,0,0,0,1,80,$13.3K,60.51
Football,2023,1,Alabama,7,19,2,28,94.12,$201K,95.998
Football,2023,2,Georgia,4,18,4,26,93.17,$149K,94.915
Football,2023,3,Texas,4,12,9,25,92.26,$357K,93.729
Football,2023,4,Ohio State,0,19,1,20,92.96,$151K,93.211
Football,2023,5,LSU,1,16,8,26,91.2,$83K,92.775
Football,2023,6,Oklahoma,3,12,11,26,90.94,$188K,92.419
Football,2023,7,Oregon,1,17,11,30,90.21,$136K,92.308
Football,2023,8,Miami,2,12,10,25,90.44,$66K,92.288
Football,2023,9,USC,3,9,10,22,91.22,$144K,92.073
Football,2023,10,Notre Dame,0,18,5,23,91.44,$123K,92.057
Football,2023,11,Clemson,1,16,9,26,90.34,$31K,91.72
Football,2023,12,Tennessee,1,11,14,26,90.11,$92K,91.631
Football,2023,13,Florida,0,16,4,20,91.34,$77K,91.584
Football,2023,14,Penn State,0,14,8,23,90.18,$31K,91.311
Football,2023,15,Texas A&M,1,11,7,19,90.83,$128K,90.831
Football,2023,16,South Carolina,1,11,12,24,89.31,$150K,90.387
Football,2023,17,Auburn,0,8,13,22,88.99,$55K,89.962
Football,2023,18,Michigan,0,9,16,26,88.22,$63K,89.794
Football,2023,19,TCU,0,6,17,23,88.6,$36K,89.368
Football,2023,20,Ole Miss,1,6,9,16,89.67,$59K,89.299
Football,2023,21,Utah,0,8,12,20,88.69,$40K,88.958
Football,2023,22,Florida State,0,9,9,19,88.96,$36K,88.956
Football,2023,23,Michigan State,0,8,9,17,88.96,$279K,88.8
Football,2023,24,Mississippi State,0,4,23,27,87.49,$125K,88.716
Football,2023,25,Arkansas,0,6,14,22,87.58,$51K,88.63
Football,2023,26,Louisville,0,7,10,17,88.78,$129K,88.62
Football,2023,27,Washington,0,8,13,21,87.94,$49K,88.334
Football,2023,28,Texas Tech,0,4,22,26,87.21,$13.9K,88.195
Football,2023,29,Nebraska,0,4,24,28,86.7,$68K,87.909
Football,2023,30,North Carolina,0,5,15,20,87.61,$29K,87.795
Football,2023,31,UCLA,1,2,12,15,88.37,$244K,87.698
Football,2023,32,Kentucky,0,5,14,19,87.69,$82K,87.694
Football,2023,33,Baylor,0,2,19,21,87.21,$10.4K,87.656
Football,2023,34,NC State,0,2,16,18,87.68,$12.1K,87.635
Football,2023,35,Colorado,1,3,16,21,86.84,$62K,87.448
Football,2023,36,Missouri,0,4,15,19,87.11,$14.4K,87.109
Football,2023,37,Kansas State,0,1,25,27,85.72,$82K,86.942
Football,2023,38,UCF,0,3,12,15,87.51,$15.9K,86.842
Football,2023,39,Iowa,0,1,21,22,86.33,$154K,86.761
Football,2023,40,Illinois,0,3,21,26,85.25,$10.9K,86.563
Football,2023,41,Virginia Tech,0,0,27,27,85.49,$11.3K,86.319
