Combined Football & Basketball Recruiting Rankings (2021-2026),,,,,,,,,,
Rank,Team,Sport,Year,5-Star,4-Star,3-Star,Total Commits,Avg Rating,Avg NIL,Score
40,Illinois,Football,2023,0,3,21,26,85.25,$10.9K,86.563
41,Virginia Tech,Football,2023,0,0,27,27,85.49,$11.3K,86.319
42,Arizona,Football,2023,0,2,23,26,85.38,$14.1K,86.301
43,Minnesota,Football,2023,0,1,20,21,85.93,$56K,86.224
44,Iowa State,Football,2023,0,1,21,24,85.29,$38K,86.214
45,Stanford,Football,2023,0,0,18,19,86.2,$13.6K,86.195
46,Wisconsin,Football,2023,0,2,14,16,86.56,$13.8K,86.193
47,Maryland,Football,2023,0,3,22,26,85.28,$69K,86.176
48,Arizona State,Football,2023,0,1,19,21,85.51,$15.2K,86.007
49,Northwestern,Football,2023,0,1,16,18,86,$82K,85.964
50,West Virginia,Football,2023,0,2,17,19,85.91,$16.7K,85.912
51,Pittsburgh,Football,2023,0,1,18,19,85.86,$77K,85.864
52,Vanderbilt,Football,2023,0,1,21,22,85.25,$23K,85.771
53,Oregon State,Football,2023,0,2,16,19,85.73,$15.1K,85.725
54,UTSA,Football,2023,0,0,21,21,85.15,$9.2K,85.68
55,Oklahoma State,Football,2023,0,0,19,23,84.3,$9.5K,85.249
56,Houston,Football,2023,0,3,14,20,84.97,$17.6K,85.228
57,Wake Forest,Football,2023,0,1,18,20,84.87,$56K,85.126
58,Rutgers,Football,2023,0,0,20,20,84.79,$38K,85.112
59,Indiana,Football,2023,0,0,15,15,85.78,$50K,85.107
60,Duke,Football,2023,0,0,26,26,84.58,$11.7K,85.066
61,Boston College,Football,2023,0,0,17,18,84.9,$11.1K,84.855
62,Cincinnati,Football,2023,0,0,12,12,86.95,$44K,84.791
63,Georgia Tech,Football,2023,0,0,20,21,84.45,$121K,84.78
64,Washington State,Football,2023,0,0,23,23,84.23,$9.7K,84.715
65,Purdue,Football,2023,0,0,15,15,85.32,$88K,84.654
66,Memphis,Football,2023,0,0,22,27,83.2,$10.9K,84.419
67,Virginia,Football,2023,0,0,20,21,84.11,$50K,84.41
68,BYU,Football,2023,0,1,15,22,83.54,$131K,84.102
69,SMU,Football,2023,0,0,16,16,84.36,$10.7K,83.99
70,Kansas,Football,2023,0,0,13,15,84.55,$11.3K,83.881
71,California,Football,2023,0,1,11,12,85.92,$28K,83.76
72,Boise State,Football,2023,0,0,22,22,82.99,$8.2K,83.676
73,Colorado State,Football,2023,0,1,24,28,82.58,$10.5K,83.531
74,East Carolina,Football,2023,0,1,18,26,82.52,$11.4K,83.453
75,Syracuse,Football,2023,0,0,16,16,83.8,$11.3K,83.43
76,Tulane,Football,2023,0,0,20,21,83.09,$163K,83.429
77,Fresno State,Football,2023,0,0,18,20,83.07,$10.5K,83.232
78,Temple,Football,2023,0,0,24,29,81.9,$49K,82.89
79,USF,Football,2023,0,0,15,18,82.92,$12.2K,82.879
80,Florida Atlantic,Football,2023,0,0,19,20,82.57,$7.6K,82.715
81,Arkansas State,Football,2023,0,0,21,23,82.1,$35K,82.645
82,San Diego State,Football,2023,0,0,14,19,82.6,$66K,82.604
83,Buffalo,Football,2023,0,0,23,23,81.75,$6.7K,82.494
84,Appalachian State,Football,2023,0,0,18,20,82.3,$37K,82.451
85,UAB,Football,2023,0,0,16,23,81.99,$68K,82.446
86,South Alabama,Football,2023,0,0,15,16,82.71,$10.7K,82.341
87,FIU,Football,2023,0,0,18,20,81.9,$13.2K,81.996
88,Eastern Michigan,Football,2023,0,0,19,22,81.54,$10.7K,81.945
89,Troy,Football,2023,0,0,21,27,81.27,$10.2K,81.832
90,Southern Miss,Football,2023,0,0,17,23,81.38,$8.8K,81.815
91,Rice,Football,2023,0,0,20,25,81.28,$10.5K,81.754
92,Central Michigan,Football,2023,0,0,21,23,81.14,$7.3K,81.751
93,Louisiana,Football,2023,0,0,20,24,81.23,$13.9K,81.732
94,Sam Houston State,Football,2023,0,0,17,24,81.33,$6.9K,81.674
95,Liberty,Football,2023,0,0,12,20,81.56,$11.3K,81.637
96,Utah State,Football,2023,0,0,9,26,81.06,$7.7K,81.453
97,Texas State,Football,2023,0,0,12,14,82.51,$9.8K,81.447
98,Coastal Carolina,Football,2023,0,0,8,17,81.49,$9.7K,81.326
99,Louisiana Tech,Football,2023,0,0,15,22,81.13,$10K,81.319
100,Nevada,Football,2023,0,0,13,19,81.28,$26K,81.283
101,Ohio,Football,2023,0,0,15,25,80.73,$7.4K,81.191
102,Georgia Southern,Football,2023,0,0,17,23,80.91,$9.9K,81.184
103,Charlotte,Football,2023,0,0,8,18,81.17,$10.3K,81.125
104,Toledo,Football,2023,0,0,13,17,81.25,$8.7K,81.089
105,New Mexico State,Football,2023,0,0,19,33,80.56,$6.3K,81.026
106,Old Dominion,Football,2023,0,0,12,27,80.67,$7.1K,80.957
107,Western Michigan,Football,2023,0,0,13,18,80.95,$9.1K,80.911
108,Hawaii,Football,2023,0,0,9,26,80.64,$8.4K,80.901
109,Northern Illinois,Football,2023,0,0,17,26,80.56,$15.8K,80.863
110,Louisiana-Monroe,Football,2023,0,0,17,24,80.55,$10.7K,80.834
111,UTEP,Football,2023,0,0,8,34,80.45,$8.9K,80.813
112,UNLV,Football,2023,0,0,5,19,80.81,$21K,80.808
113,Ball State,Football,2023,0,0,15,21,80.57,$6.4K,80.706
114,Army,Football,2023,0,0,17,47,80.25,$9.6K,80.683
115,Tulsa,Football,2023,0,0,10,17,80.8,$9.8K,80.641
116,James Madison,Football,2023,0,0,15,21,80.47,$10.1K,80.623
117,Jacksonville State,Football,2023,0,0,6,25,80.42,$32K,80.557
118,Wyoming,Football,2023,0,0,11,18,80.55,$10.2K,80.508
119,Miami (OH),Football,2023,0,0,15,18,80.53,$9K,80.493
120,Princeton,Football,2023,0,0,4,18,80.53,$10.2K,80.489
121,Air Force,Football,2023,0,0,23,54,80.09,$8.5K,80.44
122,Navy,Football,2023,0,0,13,30,80.16,$8.7K,80.382
123,Campbell,Football,2023,0,0,4,20,80.34,$9.3K,80.363
124,Akron,Football,2023,0,0,14,18,80.3,$27K,80.257
125,Georgia State,Football,2023,0,0,11,14,81.31,$11.4K,80.25
126,Idaho,Football,2023,0,0,3,21,80.2,$152K,80.217
127,San Jose State,Football,2023,0,0,9,17,80.37,$8.5K,80.209
128,Portland State,Football,2023,0,0,3,17,80.31,$8.2K,80.15
129,Bowling Green,Football,2023,0,0,7,16,80.5,$7.8K,80.131
130,Connecticut,Football,2023,0,0,11,15,80.8,$9.9K,80.13
131,Middle Tennessee State,Football,2023,0,0,9,16,80.48,$7.3K,80.114
132,Marshall,Football,2023,0,0,9,14,81.15,$10.7K,80.086
133,Kent State,Football,2023,0,0,9,18,80.1,$7.3K,80.059
134,Western Kentucky,Football,2023,0,0,6,14,81.03,$8.6K,79.969
135,North Dakota State,Football,2023,0,0,1,17,80.1,$7.3K,79.934
136,New Mexico,Football,2023,0,0,4,16,80.27,$114K,79.9
137,North Texas,Football,2023,0,0,7,12,81.98,$9.5K,79.827
138,Jackson State,Football,2023,0,0,8,12,81.59,$11.2K,79.438
139,Grand Valley State,Football,2023,0,0,1,13,80.23,$8.9K,78.675
140,Stephen F. Austin,Football,2023,0,0,1,11,80.1,$6.4K,77.233
141,Montana State,Football,2023,0,0,0,10,80,$6.7K,76.294
142,Harvard,Football,2023,0,0,3,9,80.78,$9.2K,76.105
143,Massachusetts,Football,2023,0,0,6,8,81.13,$11.3K,75.34
144,Northern Arizona,Football,2023,0,0,0,9,80,$133K,75.324
145,Ferris State,Football,2023,0,0,0,9,80,-,75.324
146,Yale,Football,2023,0,0,1,8,80.14,$14K,74.349
147,Pennsylvania,Football,2023,0,0,1,8,80.13,$364K,74.333
148,Eastern Washington,Football,2023,0,0,0,8,80,-,74.207
149,Northern Iowa,Football,2023,0,0,2,8,79.81,$10.3K,74.019
150,Holy Cross,Football,2023,0,0,0,7,80,$6.3K,72.926
151,Missouri State University,Football,2023,0,0,0,7,80,$8.2K,72.926
152,Villanova,Football,2023,0,0,0,7,80,$7.7K,72.926
153,Cal Poly,Football,2023,0,0,0,7,80,$131K,72.926
154,Western Carolina,Football,2023,0,0,2,6,81.01,$28K,72.472
155,Sacramento State,Football,2023,0,0,1,6,80.52,$6.7K,71.979
156,Montana,Football,2023,0,0,1,6,80.45,$5.1K,71.904
157,Weber State,Football,2023,0,0,1,6,80.08,$6.4K,71.541
158,Kennesaw State,Football,2023,0,0,0,6,80,$13.5K,71.458
159,Delaware,Football,2023,0,0,0,6,80,$7.6K,71.458
160,Saint Francis (PA),Football,2023,0,0,0,6,80,$21K,71.458
161,San Diego,Football,2023,0,0,0,6,80,$6.3K,71.458
162,South Dakota State,Football,2023,0,0,0,6,80,$6.7K,71.458
163,Florida A&M,Football,2023,0,0,2,5,81.44,$16.7K,71.212
164,Houston Christian,Football,2023,0,0,2,5,80.97,$10.3K,70.748
165,Eastern Illinois,Football,2023,0,0,1,5,80.91,$10.2K,70.683
166,Incarnate Word,Football,2023,0,0,1,5,80.7,$8K,70.475
167,Tennessee Tech,Football,2023,0,0,1,5,80.3,-,70.073
168,Wofford,Football,2023,0,0,1,5,80.28,$9.4K,70.05
169,North Dakota,Football,2023,0,0,0,5,80,$10.4K,69.773
170,Saginaw Valley State,Football,2023,0,0,0,5,80,-,69.773
171,UC Davis,Football,2023,0,0,0,5,80,-,69.773
172,Colgate,Football,2023,0,0,0,5,80,-,69.773
173,Central Arkansas,Football,2023,0,0,0,5,80,-,69.773
174,Austin Peay,Football,2023,0,0,1,4,81.54,$5.3K,69.367
175,The Citadel,Football,2023,0,0,1,4,80.66,$10.9K,68.483
176,West Florida,Football,2023,0,0,1,3,82.84,$16K,68.378
177,Alcorn State,Football,2023,0,0,1,4,80.41,$13.4K,68.233
178,Howard,Football,2023,0,0,1,4,80.38,$11.2K,68.199
179,South Dakota,Football,2023,0,0,1,4,80.35,$7K,68.17
180,Bethune-Cookman,Football,2023,0,0,1,4,80.27,$10.2K,68.089
181,Monmouth,Football,2023,0,0,1,4,80.19,-,68.011
182,Abilene Christian,Football,2023,0,0,0,4,80,$6.8K,67.824
183,Youngstown State,Football,2023,0,0,0,4,80,$14.4K,67.824
184,Western Illinois,Football,2023,0,0,0,4,80,-,67.824
185,Western Oregon,Football,2023,0,0,0,4,80,-,67.824
186,Prairie View A&M,Football,2023,0,0,0,4,80,$6.9K,67.824
187,Idaho State,Football,2023,0,0,0,4,80,-,67.824
188,Illinois State,Football,2023,0,0,0,4,80,$11.7K,67.824
189,Indiana State,Football,2023,0,0,0,4,80,$10.1K,67.824
190,Rhode Island,Football,2023,0,0,0,4,80,$13.1K,67.824
191,Northwestern State,Football,2023,0,0,0,4,80,$6K,67.824
192,North Carolina A&T,Football,2023,0,0,0,4,80,$6.4K,67.824
193,North Carolina Central,Football,2023,0,0,0,4,80,$16.1K,67.824
194,Lamar,Football,2023,0,0,0,4,80,$6.4K,67.824
195,Elon,Football,2023,0,0,0,4,80,-,67.824
196,Maine,Football,2023,0,0,0,4,80,$5.2K,67.824
197,Southern Illinois,Football,2023,0,0,0,4,80,$8.8K,67.824
198,Southern Utah,Football,2023,0,0,0,4,80,$15.3K,67.824
199,Georgetown,Football,2023,0,0,0,4,80,$6.5K,67.824
200,Bucknell,Football,2023,0,0,0,4,80,-,67.824
201,Wayne State,Football,2023,0,0,0,4,80,$6.3K,67.824
202,Brown,Football,2023,0,0,0,4,80,$7K,67.824
203,Tennessee State,Football,2023,0,0,0,4,80,$9.1K,67.824
204,McNeese State,Football,2023,0,0,1,3,81.74,$9.2K,67.278
205,Utah Tech,Football,2023,0,0,1,3,81.22,-,66.753
206,Chattanooga,Football,2023,0,0,1,3,80.21,$12.7K,65.749
207,Murray State,Football,2023,0,0,1,3,80.01,$15K,65.544
208,Albany,Football,2023,0,0,0,3,80,-,65.537
209,East Tennessee State,Football,2023,0,0,0,3,80,$7.6K,65.537
210,Dartmouth,Football,2023,0,0,0,3,80,$6.3K,65.537
211,Mercer,Football,2023,0,0,0,3,80,$346K,65.537
212,Sacred Heart,Football,2023,0,0,0,3,80,$6.1K,65.537
213,North Alabama,Football,2023,0,0,0,3,80,$10.7K,65.537
214,Morgan State,Football,2023,0,0,0,3,80,$6.4K,65.537
215,Fordham,Football,2023,0,0,0,3,80,-,65.537
216,Valparaiso,Football,2023,0,0,0,3,80,$10.3K,65.537
217,Charleston Southern,Football,2023,0,0,0,3,80,$16K,65.537
218,Texas-Permian Basin,Football,2023,0,0,0,3,80,-,65.537
219,Central Washington,Football,2023,0,0,0,3,80,-,65.537
-,Southern University,Football,2023,0,0,2,2,83.19,$16.4K,65.961
-,Tarleton State,Football,2023,0,0,1,2,81.98,$6.9K,64.754
-,Eastern Kentucky,Football,2023,0,0,1,2,80.26,$6.5K,63.035
-,Lincoln University,Football,2023,0,0,0,2,80,-,62.773
-,Virginia Union,Football,2023,0,0,0,2,80,-,62.773
-,Lehigh,Football,2023,0,0,0,2,80,-,62.773
-,UNC Pembroke,Football,2023,0,0,0,2,80,$6.7K,62.773
-,Colorado State Pueblo,Football,2023,0,0,0,2,80,-,62.773
-,Central Missouri State,Football,2023,0,0,0,2,80,-,62.773
-,Carson Newman College,Football,2023,0,0,0,2,80,$6.7K,62.773
-,Texas Southern,Football,2023,0,0,0,2,80,-,62.773
-,East Texas A&M Commerce,Football,2023,0,0,0,2,80,-,62.773
-,Gardner-Webb,Football,2023,0,0,0,2,80,-,62.773
-,Grambling State,Football,2023,0,0,0,2,80,$5.5K,62.773
-,New Hampshire,Football,2023,0,0,0,2,80,-,62.773
-,Southeast Missouri State,Football,2023,0,0,0,2,80,-,62.773
-,Shorter,Football,2023,0,0,0,2,80,$6.8K,62.773
-,Stony Brook,Football,2023,0,0,0,2,80,$7.6K,62.773
-,Davenport,Football,2023,0,0,0,2,80,-,62.773
-,Cornell,Football,2023,0,0,0,2,80,-,62.773
-,Davidson,Football,2023,0,0,0,2,80,-,62.773
-,Lafayette,Football,2023,0,0,0,2,80,-,62.773
-,Richmond,Football,2023,0,0,0,2,80,-,62.773
-,Presbyterian,Football,2023,0,0,0,2,80,-,62.773
-,Ashland University,Football,2023,0,0,0,2,80,-,62.773
-,Arkansas-Pine Bluff,Football,2023,0,0,1,1,85.47,$13K,64.669
-,Duquesne,Football,2023,0,0,1,1,81.5,$6.4K,60.694
-,Furman,Football,2023,0,0,1,1,80.89,$16.1K,60.081
-,Midwestern State,Football,2023,0,0,1,1,80.84,-,60.031
-,Alabama A&M,Football,2023,0,0,0,1,80,$10.7K,59.194
-,Valdosta State,Football,2023,0,0,0,1,80,-,59.194
-,Southwest Minnesota State,Football,2023,0,0,0,1,80,-,59.194
-,Stetson,Football,2023,0,0,0,1,80,-,59.194
-,St. Thomas University,Football,2023,0,0,0,1,80,$17.8K,59.194
-,South Carolina State,Football,2023,0,0,0,1,80,-,59.194
-,MIT,Football,2023,0,0,0,1,80,-,59.194
-,Montana Tech,Football,2023,0,0,0,1,80,-,59.194
-,Shepherd,Football,2023,0,0,0,1,80,-,59.194
-,New Haven,Football,2023,0,0,0,1,80,-,59.194
-,California (PA),Football,2023,0,0,0,1,80,-,59.194
-,West Georgia,Football,2023,0,0,0,1,80,-,59.194
-,Minnesota State Mankato,Football,2023,0,0,0,1,80,-,59.194
-,Washburn,Football,2023,0,0,0,1,80,-,59.194
-,Black Hills State,Football,2023,0,0,0,1,80,-,59.194
-,Virginia State,Football,2023,0,0,0,1,80,-,59.194
-,Butler,Football,2023,0,0,0,1,80,-,59.194
-,Bryant University,Football,2023,0,0,0,1,80,-,59.194
-,Columbia,Football,2023,0,0,0,1,80,-,59.194
-,Central Oklahoma,Football,2023,0,0,0,1,80,-,59.194
-,Tusculum University,Football,2023,0,0,0,1,80,-,59.194
-,Colorado School of Mines,Football,2023,0,0,0,1,80,-,59.194
-,Indianapolis,Football,2023,0,0,0,1,80,-,59.194
-,Long Island,Football,2023,0,0,0,1,80,-,59.194
-,Wingate,Football,2023,0,0,0,1,80,-,59.194
-,William & Mary,Football,2023,0,0,0,1,80,-,59.194
-,West Virginia State,Football,2023,0,0,0,1,80,-,59.194
-,Wheeling,Football,2023,0,0,0,1,80,-,59.194
-,Quincy,Football,2023,0,0,0,1,80,-,59.194
-,Pacific,Football,2023,0,0,0,1,80,-,59.194
-,Northern State,Football,2023,0,0,0,1,80,$10.6K,59.194
-,Northwood University,Football,2023,0,0,0,1,80,-,59.194
-,Northwest Missouri State,Football,2023,0,0,0,1,80,-,59.194
-,Northern Colorado,Football,2023,0,0,0,1,80,-,59.194
-,Arizona Christian,Football,2023,0,0,0,1,80,$6.9K,59.194
-,Lane College,Football,2023,0,0,0,1,80,-,59.194
-,Lindenwood University,Football,2023,0,0,0,1,80,-,59.194
-,Erskine College,Football,2023,0,0,0,1,80,-,59.194
-,Emory & Henry College,Football,2023,0,0,0,1,80,-,59.194
-,Miles College,Football,2023,0,0,0,1,80,$11.9K,59.194
-,Savannah State,Football,2023,0,0,0,1,80,-,59.194
-,Michigan Tech,Football,2023,0,0,0,1,80,-,59.194
-,St. Thomas,Football,2023,0,0,0,1,80,-,59.194
-,Minnesota Duluth,Football,2023,0,0,0,1,80,-,59.194
1,Texas A&M,Football,2022,9,19,2,30,93.92,$244K,96.793
2,Alabama,Football,2022,4,19,2,25,94.1,$78K,95.966
3,Georgia,Football,2022,4,17,9,30,92.05,$239K,95.414
4,Ohio State,Football,2022,3,16,2,21,93.09,$94K,94.139
5,Texas,Football,2022,2,18,8,28,90.75,$37K,93.354
6,Notre Dame,Football,2022,0,17,5,22,91.18,$29K,92.594
7,Penn State,Football,2022,3,13,9,25,90.5,$92K,92.36
8,Oklahoma,Football,2022,0,17,4,22,90.7,$112K,92.17
9,Michigan,Football,2022,1,11,9,22,89.8,$62K,91.313
10,North Carolina,Football,2022,1,9,7,17,90.97,$25K,90.972
11,Oregon,Football,2022,0,12,5,17,90.39,$51K,90.394
12,LSU,Football,2022,1,6,8,15,90.56,$27K,90.379
13,Miami,Football,2022,0,10,4,15,90.45,$67K,90.269
14,Clemson,Football,2022,1,9,9,20,88.75,$46K,90.083
15,Tennessee,Football,2022,0,10,11,23,88.03,$75K,89.668
16,Auburn,Football,2022,0,11,7,18,89.27,$50K,89.661
17,Kentucky,Football,2022,0,10,9,20,88.39,$25K,89.657
18,Missouri,Football,2022,1,7,10,18,89,$21K,89.344
19,Florida,Football,2022,0,7,11,20,87.45,$24K,88.73
20,Stanford,Football,2022,0,6,16,24,86.89,$54K,88.667
21,Mississippi State,Football,2022,0,4,17,21,87.93,$13.9K,88.604
22,Ole Miss,Football,2022,0,6,13,19,87.95,$21K,88.572
23,Florida State,Football,2022,0,7,9,18,88.09,$22K,88.565
24,Oklahoma State,Football,2022,0,7,13,20,87.68,$22K,88.522
25,Michigan State,Football,2022,0,6,17,23,87.15,$19.4K,88.257
26,Arkansas,Football,2022,0,5,15,21,86.68,$77K,88.153
27,South Carolina,Football,2022,0,5,17,22,87.13,$40K,88.018
28,Arizona,Football,2022,0,4,18,23,86.41,$117K,87.902
29,Indiana,Football,2022,0,4,17,22,86.63,$327K,87.892
30,Iowa,Football,2022,0,2,15,17,87.57,$19.9K,87.572
31,West Virginia,Football,2022,0,3,18,22,86.09,$38K,87.472
32,Wisconsin,Football,2022,0,4,11,15,87.63,$22K,87.444
33,Baylor,Football,2022,0,2,19,21,86.89,$44K,87.409
34,Vanderbilt,Football,2022,0,3,24,27,86.27,$26K,87.401
35,TCU,Football,2022,0,5,9,14,87.77,$274K,87.356
36,Utah,Football,2022,0,2,15,17,87.12,$35K,87.123
37,UCLA,Football,2022,0,6,6,12,88.3,$25K,87.098
38,Maryland,Football,2022,0,4,17,21,86.38,$22K,87.031
39,Nebraska,Football,2022,0,3,15,18,86.72,$75K,87.026
40,Iowa State,Football,2022,0,2,19,26,84.76,$117K,86.936
41,Virginia Tech,Football,2022,0,1,23,24,85.71,$79K,86.828
42,Rutgers,Football,2022,0,3,16,23,85.06,$32K,86.685
43,Texas Tech,Football,2022,0,4,14,18,86.26,$65K,86.498
44,Purdue,Football,2022,0,4,16,20,85.78,$19.5K,86.45
45,Cincinnati,Football,2022,0,2,17,19,86.13,$12.5K,86.399
46,USC,Football,2022,1,4,2,10,88.64,$101K,86.197
47,Boston College,Football,2022,0,1,21,22,85.25,$13.7K,86.156
48,Houston,Football,2022,0,1,17,21,84.93,$18.2K,86.049
49,Northwestern,Football,2022,0,2,13,16,86.04,$11.1K,85.994
50,UCF,Football,2022,0,3,12,17,85.88,$41K,85.88
51,NC State,Football,2022,0,3,9,12,86.9,$124K,85.702
52,Minnesota,Football,2022,0,2,16,18,85.39,$68K,85.623
53,Illinois,Football,2022,0,0,26,26,84.62,$16K,85.622
54,Colorado,Football,2022,0,0,22,25,84.36,$21K,85.533
55,Louisville,Football,2022,0,2,12,15,85.59,$56K,85.411
56,Georgia Tech,Football,2022,0,1,13,16,85.21,$17.1K,85.163
57,Duke,Football,2022,0,1,15,18,84.83,$46K,85.118
58,California,Football,2022,0,1,15,17,85,$12.2K,84.997
59,Oregon State,Football,2022,0,0,16,18,84.7,$14.9K,84.976
60,Pittsburgh,Football,2022,0,0,12,13,85.44,$73K,84.688
61,Wake Forest,Football,2022,0,2,9,13,85.02,$22K,84.269
62,BYU,Football,2022,0,2,21,27,82.73,$15.2K,84.064
63,Kansas State,Football,2022,0,0,17,21,83.27,$51K,84.041
64,Boise State,Football,2022,0,0,19,21,83.19,$11.9K,83.883
65,Syracuse,Football,2022,0,0,14,17,83.67,$24K,83.666
66,UTSA,Football,2022,0,0,15,18,83.38,$10.6K,83.576
67,Virginia,Football,2022,0,1,15,16,83.62,$15.3K,83.575
68,Washington State,Football,2022,0,0,20,21,82.99,$196K,83.515
69,Memphis,Football,2022,0,0,18,23,82.6,$11.5K,83.472
70,SMU,Football,2022,0,1,10,13,83.87,$150K,83.114
71,San Diego State,Football,2022,0,0,16,17,83.05,$189K,83.05
72,Jackson State,Football,2022,1,1,3,13,83.78,$12.2K,83.027
73,Coastal Carolina,Football,2022,0,0,15,20,82.41,$14.6K,82.83
74,Tulane,Football,2022,0,0,16,17,82.78,$73K,82.776
75,Arkansas State,Football,2022,0,0,17,19,82.32,$16.8K,82.728
76,Marshall,Football,2022,0,0,23,25,81.84,$9.6K,82.66
77,USF,Football,2022,0,0,10,12,83.84,$280K,82.643
78,Colorado State,Football,2022,0,1,12,15,82.82,$131K,82.634
79,Washington,Football,2022,0,1,8,10,84.85,$16.8K,82.402
80,Fresno State,Football,2022,0,0,15,21,81.85,$11.9K,82.299
81,San Jose State,Football,2022,0,0,13,20,81.88,$7.9K,82.212
82,Liberty,Football,2022,0,0,10,15,82.21,$17.1K,82.03
83,Temple,Football,2022,0,0,13,16,82.03,$12.7K,81.989
84,Louisiana Tech,Football,2022,0,0,12,16,82.03,$8.5K,81.986
85,Appalachian State,Football,2022,0,0,14,15,82.09,$48K,81.913
86,UAB,Football,2022,0,0,16,17,81.74,$7.9K,81.739
87,Southern Miss,Football,2022,0,0,17,20,81.37,$9K,81.735
88,East Carolina,Football,2022,0,0,14,18,81.59,$13.2K,81.684
89,Louisiana,Football,2022,0,0,8,13,82.4,$179K,81.648
90,Buffalo,Football,2022,0,0,11,23,81.15,$7.6K,81.597
91,Miami (OH),Football,2022,0,0,17,17,81.58,-,81.581
92,Utah State,Football,2022,0,0,19,28,80.86,$11.2K,81.515
93,Central Michigan,Football,2022,0,0,15,20,81.02,$10.2K,81.296
94,Connecticut,Football,2022,0,0,12,21,80.85,$9K,81.22
95,Western Kentucky,Football,2022,0,0,12,22,80.87,$10.7K,81.158
96,Wyoming,Football,2022,0,1,12,19,80.87,$13.5K,81.145
97,New Mexico State,Football,2022,0,0,15,27,80.57,$8.2K,81.024
98,Charlotte,Football,2022,0,0,10,18,80.9,$8.1K,81.006
99,Western Michigan,Football,2022,0,0,12,16,81.01,$10.1K,80.97
100,Northern Illinois,Football,2022,0,0,16,29,80.41,$6.3K,80.938
101,Toledo,Football,2022,0,0,12,14,81.31,$8.2K,80.89
102,Middle Tennessee State,Football,2022,0,0,7,16,80.89,$12.3K,80.848
103,Eastern Michigan,Football,2022,0,0,7,18,80.69,$11.5K,80.813
104,Georgia Southern,Football,2022,0,0,9,22,80.62,$31K,80.806
105,Kent State,Football,2022,0,0,15,23,80.48,$8.9K,80.802
106,Tulsa,Football,2022,0,0,13,16,80.82,$8.9K,80.776
107,Rice,Football,2022,0,0,9,16,80.74,$40K,80.693
108,South Alabama,Football,2022,0,0,8,13,81.43,$46K,80.678
109,Arizona State,Football,2022,0,1,8,10,83.11,$23K,80.668
110,Air Force,Football,2022,0,0,11,42,80.24,$10.8K,80.655
111,New Mexico,Football,2022,0,0,18,25,80.08,$8.2K,80.579
112,Idaho,Football,2022,0,0,2,18,80.5,$148K,80.529
113,UTEP,Football,2022,0,0,6,22,80.25,$12.5K,80.379
114,FIU,Football,2022,0,0,5,19,80.23,$10.4K,80.289
115,Massachusetts,Football,2022,0,0,9,15,80.45,$8K,80.271
116,North Texas,Football,2022,0,0,7,13,81.02,$193K,80.265
117,Sam Houston State,Football,2022,0,0,7,11,82.02,$9.4K,80.262
118,Ohio,Football,2022,0,0,2,15,80.44,$8.1K,80.255
119,Ball State,Football,2022,0,0,16,17,80.21,$12.8K,80.213
120,Old Dominion,Football,2022,0,0,7,13,80.96,$9.1K,80.209
121,Nevada,Football,2022,0,0,7,12,81.38,$10.8K,80.176
122,Georgia State,Football,2022,0,0,10,14,80.56,$7.3K,80.144
123,Hawaii,Football,2022,0,0,5,14,80.51,-,80.095
124,Army,Football,2022,0,0,1,35,79.98,$6.3K,80
125,Navy,Football,2022,0,0,0,26,80,$5.7K,80
126,Bowling Green,Football,2022,0,0,10,12,80.98,$5.2K,79.779
127,Kansas,Football,2022,0,0,6,9,83.02,$16.2K,79.754
128,UNLV,Football,2022,0,0,7,10,82,$728K,79.551
129,Central Arkansas,Football,2022,0,0,4,12,80.57,$5.5K,79.375
130,Louisiana-Monroe,Football,2022,0,0,5,11,80.95,$10.4K,79.188
131,Akron,Football,2022,0,0,5,11,80.55,$13.9K,78.794
132,Florida Atlantic,Football,2022,0,0,5,9,81.36,$6.3K,78.095
133,Portland State,Football,2022,0,0,1,9,80.5,$18.9K,77.231
134,Troy,Football,2022,0,0,6,9,80.33,$6.2K,77.059
135,Campbell,Football,2022,0,1,4,6,83.67,$15.3K,76.976
136,Grambling State,Football,2022,0,0,4,6,82.56,$16.6K,75.861
137,Pennsylvania,Football,2022,0,0,0,8,80,-,75.761
138,Jacksonville State,Football,2022,0,0,2,7,80.55,$8.7K,75.179
139,Western Carolina,Football,2022,0,0,4,7,80.48,$24K,75.109
140,Weber State,Football,2022,0,0,0,7,80,-,74.625
141,Harvard,Football,2022,0,0,1,6,80.82,$528K,74.123
142,Lamar,Football,2022,0,0,1,6,80,$11.5K,73.302
143,Dartmouth,Football,2022,0,0,0,6,80,-,73.302
144,Montana State,Football,2022,0,0,0,6,80,-,73.302
145,Illinois State,Football,2022,0,0,1,6,79.96,$5.2K,73.261
146,Texas State,Football,2022,0,0,3,5,80.8,-,72.557
147,Eastern Washington,Football,2022,0,0,1,5,80.31,$11.1K,72.069
148,San Diego,Football,2022,0,0,1,5,80.3,-,72.062
149,Northern Iowa,Football,2022,0,0,1,5,80.28,$10.7K,72.037
150,North Dakota State,Football,2022,0,0,1,5,80.25,-,72.012
151,Northern Arizona,Football,2022,0,0,1,5,80.2,-,71.962
152,Princeton,Football,2022,0,0,2,4,81.88,$14K,71.834
153,Prairie View A&M,Football,2022,0,0,0,5,80,-,71.762
154,McNeese State,Football,2022,0,0,0,5,80,-,71.762
